mental hospital,2017,Ethiopia,237,4,0.002
mental hospital,2017,Sri Lanka,223,17,0.005
mental hospital,2017,Iraq,254,20,0.006
mental hospital,2017,Somalia,259,2,0.007
mental hospital,2017,Tunisia,159,30,0.009
mental hospital,2017,Burundi,127,46,0.01
mental hospital,2017,Sierra Leone,184,14,0.014
mental hospital,2017,Nicaragua,307,36,0.016
mental hospital,2017,Iran (Islamic Republic of),172,18,0.049
mental hospital,2017,Canada,13,38,0.057
mental hospital,2017,Trinidad and Tobago,81,19,0.074
mental hospital,2017,Eswatini,48,8,0.076
mental hospital,2017,Mauritius,28,45,0.079
mental hospital,2017,Serbia,300,6,0.079
mental hospital,2017,Equatorial Guinea,12,18,0.085
mental hospital,2017,Botswana,120,26,0.091
mental hospital,2017,The former Yugoslav Republic of Macedonia,56,15,0.14
mental hospital,2017,Bahrain,32,34,0.15
mental hospital,2017,Saint Vincent and the Grenadines,227,9,0.91
mental hospital,2016,Tonga,163,27,0
mental hospital,2016,Bangladesh,31,0,0.001
mental hospital,2016,Philippines,273,30,0.001
mental hospital,2016,Kenya,283,28,0.002
mental hospital,2016,Uganda,8,46,0.002
mental hospital,2016,Afghanistan,39,2,0.003
mental hospital,2016,Myanmar,164,29,0.004
mental hospital,2016,Guatemala,6,39,0.006
mental hospital,2016,Pakistan,167,0,0.006
mental hospital,2016,Mozambique,339,47,0.007
mental hospital,2016,Senegal,140,40,0.007
mental hospital,2016,Côte d’Ivoire,126,26,0.009
mental hospital,2016,India,210,34,0.01
mental hospital,2016,Peru,297,38,0.01
mental hospital,2016,Angola,326,31,0.011
mental hospital,2016,Ghana,282,6,0.011
mental hospital,2016,United Arab Emirates,340,49,0.011
mental hospital,2016,Turkey,208,39,0.012
mental hospital,2016,Malaysia,313,12,0.013
mental hospital,2016,Togo,178,26,0.013
mental hospital,2016,Syrian Arab Republic,304,3,0.016
mental hospital,2016,Rwanda,282,44,0.017
mental hospital,2016,Singapore,134,25,0.018
mental hospital,2016,Egypt,344,33,0.019
mental hospital,2016,Haiti,17,13,0.019
mental hospital,2016,Indonesia,158,7,0.019
mental hospital,2016,Eritrea,185,12,0.021
mental hospital,2016,Madagascar,212,27,0.021
mental hospital,2016,Nepal,41,26,0.021
mental hospital,2016,Liberia,179,14,0.022
mental hospital,2016,Chile,189,15,0.023
mental hospital,2016,Ecuador,76,26,0.025
mental hospital,2016,Panama,39,3,0.025
mental hospital,2016,Zimbabwe,337,36,0.025
mental hospital,2016,Greece,273,18,0.027
mental hospital,2016,Thailand,172,5,0.028
mental hospital,2016,Mexico,119,13,0.029
mental hospital,2016,Portugal,166,8,0.029
mental hospital,2016,Paraguay,113,16,0.03
mental hospital,2016,El Salvador,213,21,0.032
mental hospital,2016,Libya,129,35,0.032
mental hospital,2016,Morocco,274,5,0.032
mental hospital,2016,Yemen,97,6,0.033
mental hospital,2016,Mongolia,310,38,0.034
mental hospital,2016,Tajikistan,230,12,0.035
mental hospital,2016,Qatar,186,46,0.038
mental hospital,2016,Costa Rica,255,19,0.042
mental hospital,2016,Viet Nam,165,23,0.043
mental hospital,2016,Algeria,34,21,0.048
mental hospital,2016,Gabon,30,30,0.052
mental hospital,2016,Jordan,209,37,0.055
mental hospital,2016,Guinea-Bissau,142,22,0.056
mental hospital,2016,Zambia,247,26,0.062
mental hospital,2016,Albania,246,37,0.068
mental hospital,2016,Brazil,313,14,0.069
mental hospital,2016,Bolivia (Plurinational State of),72,21,0.075
mental hospital,2016,Saudi Arabia,225,43,0.079
mental hospital,2016,Uzbekistan,49,23,0.081
mental hospital,2016,Kyrgyzstan,33,24,0.085
mental hospital,2016,Azerbaijan,218,20,0.11
mental hospital,2016,Fiji,128,30,0.11
mental hospital,2016,South Africa,242,23,0.12
mental hospital,2016,Guyana,123,11,0.13
mental hospital,2016,Poland,324,46,0.13
mental hospital,2016,Lithuania,42,22,0.14
mental hospital,2016,Ukraine,303,19,0.14
mental hospital,2016,Estonia,8,26,0.15
mental hospital,2016,Israel,22,16,0.16
mental hospital,2016,Bulgaria,316,30,0.17
mental hospital,2016,Croatia,317,37,0.17
mental hospital,2016,Cuba,243,44,0.17
mental hospital,2016,Romania,334,40,0.17
mental hospital,2016,United States of America,6,35,0.19
mental hospital,2016,Belarus,25,43,0.2
mental hospital,2016,Georgia,350,46,0.23
mental hospital,2016,Slovenia,100,4,0.24
mental hospital,2016,Iceland,156,16,0.3
mental hospital,2016,Montenegro,254,15,0.32
mental hospital,2016,Uruguay,219,42,0.32
mental hospital,2016,Republic of Korea,230,48,0.36
mental hospital,2016,Samoa,101,28,0.52
mental hospital,2016,Saint Lucia,98,44,0.56
mental hospital,2016,Norway,344,28,0.58
mental hospital,2016,Ireland,159,14,0.62
mental hospital,2016,Argentina,182,44,0.94
mental hospital,2016,Grenada,28,48,0.94
mental hospital,2016,Antigua and Barbuda,69,12,1
mental hospital,2016,Seychelles,195,10,1.07
mental hospital,2016,Colombia,122,6,1.99
mental hospital,2016,Japan,173,26,8.31
mental hospital,2015,United Republic of Tanzania,348,17,0.004
mental hospital,2015,Jamaica,196,49,0.035
mental hospital,2015,China,176,46,0.068
mental hospital,2015,Australia,331,14,0.071
mental hospital,2015,Republic of Moldova,247,29,0.074
mental hospital,2015,Bosnia and Herzegovina,298,44,0.085
mental hospital,2015,Lebanon,337,14,0.085
mental hospital,2015,Cyprus,133,40,0.086
mental hospital,2015,Austria,115,29,0.092
mental hospital,2015,Russian Federation,324,15,0.14
mental hospital,2015,Czechia,163,46,0.17
mental hospital,2015,Luxembourg,257,26,0.18
mental hospital,2015,Spain,301,8,0.18
mental hospital,2015,Netherlands,194,48,0.2
mental hospital,2015,Bahamas,218,9,0.26
mental hospital,2015,Latvia,200,2,0.3
mental hospital,2015,Germany,21,16,0.34
mental hospital,2015,Barbados,163,44,0.35
mental hospital,2015,Switzerland,128,21,0.59
mental hospital,2015,Kiribati,224,15,0.89
mental hospital,2014,Honduras,72,2,0.022
mental hospital,2013,Belgium,76,7,0.47
outpatient facility,2017,Somalia,0,19,0.007
outpatient facility,2017,Burundi,0,37,0.01
outpatient facility,2017,Sierra Leone,0,7,0.014
outpatient facility,2017,Ethiopia,0,3,0.062
outpatient facility,2017,The former Yugoslav Republic of Macedonia,0,7,0.096
outpatient facility,2017,Serbia,0,29,0.14
outpatient facility,2017,Botswana,0,29,0.27
outpatient facility,2017,Canada,0,41,0.33
outpatient facility,2017,Equatorial Guinea,0,19,0.34
outpatient facility,2017,Trinidad and Tobago,0,32,0.66
outpatient facility,2017,Nicaragua,0,30,0.69
outpatient facility,2017,Bahrain,0,47,1.24
outpatient facility,2017,Sri Lanka,0,8,1.33
outpatient facility,2017,Maldives,0,23,1.43
outpatient facility,2017,Mauritius,0,3,1.43
outpatient facility,2017,Iraq,0,40,1.71
outpatient facility,2017,Saint Vincent and the Grenadines,0,0,3.65
outpatient facility,2017,Iran (Islamic Republic of),0,19,5.09
outpatient facility,2017,Niue,0,32,61.39
outpatient facility,2017,Finland,0,48,7.52
outpatient facility,2016,Afghanistan,0,24,0.006
outpatient facility,2016,Chad,0,25,0.007
outpatient facility,2016,South Sudan,0,19,0.008
outpatient facility,2016,Bolivia (Plurinational State of),0,22,0.009
outpatient facility,2016,Viet Nam,0,31,0.009
outpatient facility,2016,Côte d’Ivoire,0,4,0.017
outpatient facility,2016,Congo,0,1,0.02
outpatient facility,2016,Egypt,0,2,0.031
outpatient facility,2016,Senegal,0,43,0.04
outpatient facility,2016,Togo,0,2,0.04
outpatient facility,2016,Algeria,0,3,0.048
outpatient facility,2016,Ukraine,0,26,0.049
outpatient facility,2016,Gabon,0,42,0.052
outpatient facility,2016,Bangladesh,0,47,0.055
outpatient facility,2016,Guinea-Bissau,0,42,0.056
outpatient facility,2016,Zimbabwe,0,45,0.057
outpatient facility,2016,Yemen,0,32,0.063
outpatient facility,2016,Mongolia,0,45,0.067
outpatient facility,2016,Kenya,0,3,0.068
outpatient facility,2016,Myanmar,0,33,0.073
outpatient facility,2016,Namibia,0,28,0.082
outpatient facility,2016,Uzbekistan,0,2,0.084
outpatient facility,2016,Nepal,0,10,0.11
outpatient facility,2016,South Africa,0,17,0.11
outpatient facility,2016,Belarus,0,6,0.12
outpatient facility,2016,Haiti,0,10,0.13
outpatient facility,2016,Mexico,0,32,0.13
outpatient facility,2016,Azerbaijan,0,21,0.16
outpatient facility,2016,Tajikistan,0,12,0.16
outpatient facility,2016,Peru,0,9,0.17
outpatient facility,2016,India,0,3,0.18
outpatient facility,2016,Turkey,0,39,0.19
outpatient facility,2016,Zambia,0,17,0.2
outpatient facility,2016,Philippines,0,11,0.21
outpatient facility,2016,Singapore,0,14,0.22
outpatient facility,2016,Eritrea,0,36,0.23
outpatient facility,2016,Ecuador,0,31,0.24
outpatient facility,2016,Guyana,0,42,0.26
outpatient facility,2016,Colombia,0,15,0.29
outpatient facility,2016,Bulgaria,0,9,0.31
outpatient facility,2016,Malaysia,0,30,0.32
outpatient facility,2016,Qatar,0,13,0.34
outpatient facility,2016,Morocco,0,31,0.37
outpatient facility,2016,United States of America,0,29,0.37
outpatient facility,2016,Rwanda,0,18,0.4
outpatient facility,2016,Albania,0,31,0.41
outpatient facility,2016,Jordan,0,29,0.51
outpatient facility,2016,Sao Tome and Principe,0,9,0.51
outpatient facility,2016,Saudi Arabia,0,18,0.51
outpatient facility,2016,United Arab Emirates,0,30,0.52
outpatient facility,2016,Liberia,0,3,0.62
